"sale_date","total_amount"
"2023-02-22 06:38:55.530971",1280000.00
"2023-02-22 07:22:45.38264",45000.00
"2023-02-22 08:14:08.049843",5500.00
"2023-02-22 08:45:06.751144",5500.00
"2023-02-22 08:57:08.369267",960000.00
"2023-02-22 09:26:46.384273",10000.00
"2023-02-22 11:17:34.423303",90000.00
"2023-02-22 15:30:55.463382",340000.00
"2023-02-22 16:11:06.599989",5000.00
"2023-02-22 17:24:59.548872",90000.00
"2023-02-22 17:47:48.232562",27500.00
"2023-02-22 17:49:37.620631",1800000.00
"2023-02-22 18:50:24.620334",5000.00
"2023-02-22 20:00:21.345869",170000.00
"2023-02-22 21:38:56.294672",180000.00
"2023-02-22 21:51:49.226997",225000.00
"2023-02-23 01:22:10.537598",640000.00
"2023-02-23 02:02:49.728147",320000.00
"2023-02-23 03:09:19.128882",640000.00
"2023-02-23 04:42:24.789654",7500.00
"2023-02-23 05:33:37.703645",10000.00
"2023-02-23 06:36:02.835866",10000.00
"2023-02-23 08:22:33.95264",5500.00
"2023-02-23 09:26:18.136816",6000.00
"2023-02-23 10:46:32.241312",36000.00
"2023-02-23 11:41:28.872035",36000.00
"2023-02-23 12:06:20.100922",30000.00
"2023-02-23 12:30:35.321657",2250000.00
"2023-02-23 12:31:02.257976",24000.00
"2023-02-23 15:52:11.68871",18000.00
"2023-02-23 16:57:15.481596",2500.00
"2023-02-23 17:45:59.028996",10000.00
"2023-02-23 18:55:05.5435",54000.00
"2023-02-23 19:50:54.085579",12000.00
"2023-02-23 20:29:26.565577",18000.00
"2023-02-23 21:29:35.253485",5000.00
"2023-02-23 22:02:28.566603",225000.00
"2023-02-23 22:03:29.917849",1800000.00
"2023-02-23 22:18:09.144561",90000.00
"2023-02-23 23:58:04.32929",1800000.00
"2023-02-24 00:44:05.311853",12000.00
"2023-02-24 01:19:37.046511",1280000.00
"2023-02-24 05:19:01.856342",85000.00
"2023-02-24 05:24:41.124895",425000.00
"2023-02-24 05:31:41.847723",22000.00
"2023-02-24 06:21:56.121109",320000.00
"2023-02-24 07:00:33.439517",10000.00
"2023-02-24 08:45:43.013131",90000.00
"2023-02-24 10:09:35.084474",10000.00
"2023-02-24 10:35:02.039493",36000.00
"2023-02-24 10:44:24.078789",90000.00
"2023-02-24 12:23:41.524431",90000.00
"2023-02-24 12:55:42.448134",22000.00
"2023-02-24 12:58:53.965579",36000.00
"2023-02-24 13:05:48.77304",15000.00
"2023-02-24 14:44:41.870054",425000.00
"2023-02-24 17:59:09.305119",6000.00
"2023-02-24 20:23:35.925893",170000.00
"2023-02-24 21:24:44.198487",5000.00
"2023-02-24 23:32:59.090906",18000.00
"2023-02-24 23:47:18.199515",170000.00
"2023-02-25 00:42:56.151297",24000.00
"2023-02-25 01:45:58.874292",5500.00
"2023-02-25 02:02:38.478593",12500.00
"2023-02-25 02:24:26.860986",30000.00
"2023-02-25 02:47:21.913876",90000.00
"2023-02-25 03:58:51.211037",425000.00
"2023-02-25 04:34:44.902502",24000.00
"2023-02-25 06:15:54.256626",18000.00
"2023-02-25 06:26:06.762573",5000.00
"2023-02-25 07:46:05.979801",7500.00
"2023-02-25 07:52:20.888985",72000.00
"2023-02-25 08:01:17.20228",5000.00
"2023-02-25 10:36:56.899973",20000.00
"2023-02-25 11:30:58.318061",90000.00
"2023-02-25 12:14:26.635964",450000.00
"2023-02-25 13:22:09.964812",340000.00
"2023-02-25 13:27:47.46765",135000.00
"2023-02-25 14:33:05.851104",135000.00
"2023-02-25 18:18:32.23595",72000.00
"2023-02-25 19:18:49.690416",225000.00
"2023-02-25 19:25:59.508857",85000.00
"2023-02-25 19:40:30.360386",320000.00
"2023-02-25 23:52:24.68183",30000.00
"2023-02-26 02:09:01.684265",1600000.00
"2023-02-26 04:14:54.35018",5000.00
"2023-02-26 05:09:59.711748",45000.00
"2023-02-26 05:35:38.239849",24000.00
"2023-02-26 05:51:31.913353",27500.00
"2023-02-26 06:29:23.671034",2500.00
"2023-02-26 07:02:02.972436",25000.00
"2023-02-26 07:26:13.893447",425000.00
"2023-02-26 08:23:29.822371",54000.00
"2023-02-26 09:35:47.004841",6000.00
"2023-02-26 10:10:27.478473",18000.00
"2023-02-26 11:31:28.828876",960000.00
"2023-02-26 11:40:05.55975",90000.00
"2023-02-26 13:47:54.892961",450000.00
"2023-02-26 17:10:14.892527",90000.00
"2023-02-26 17:48:24.560525",18000.00
"2023-02-26 18:37:12.626329",640000.00
"2023-02-26 19:46:46.204913",20000.00
"2023-02-26 21:07:56.305747",22000.00
"2023-02-26 21:57:38.720534",1350000.00
"2023-02-26 23:47:29.992741",12000.00
"2023-02-27 00:29:40.615969",225000.00
"2023-02-27 02:57:41.218198",90000.00
"2023-02-27 05:14:28.857071",170000.00
"2023-02-27 11:50:34.992316",24000.00
"2023-02-27 13:08:22.439028",1280000.00
"2023-02-27 13:31:00.437456",90000.00
"2023-02-27 13:46:00.239291",425000.00
"2023-02-27 14:37:26.721779",7500.00
"2023-02-27 15:22:29.989452",320000.00
"2023-02-27 15:35:41.937612",18000.00
"2023-02-27 16:04:03.784415",72000.00
"2023-02-27 17:55:03.626334",18000.00
"2023-02-27 18:07:21.950337",1280000.00
"2023-02-27 20:15:15.430552",960000.00
"2023-02-27 20:22:22.202829",425000.00
"2023-02-27 21:00:10.833476",25000.00
"2023-02-27 21:18:40.239037",1600000.00
"2023-02-27 21:35:49.569844",30000.00
"2023-02-27 22:41:00.202829",320000.00
"2023-02-27 23:01:17.570503",90000.00
"2023-02-28 00:44:16.638029",1350000.00
"2023-02-28 06:12:06.831956",1280000.00
"2023-02-28 06:16:59.102419",24000.00
"2023-02-28 08:54:11.031661",1600000.00
"2023-02-28 11:40:17.920595",640000.00
"2023-02-28 12:02:23.609175",11000.00
"2023-02-28 13:19:58.095303",135000.00
"2023-02-28 16:39:45.405954",10000.00
"2023-02-28 17:51:36.098754",45000.00
"2023-02-28 19:27:18.59427",1280000.00
"2023-02-28 19:38:19.61405",90000.00
"2023-02-28 20:36:26.218469",900000.00
"2023-03-01 00:12:57.989673",85000.00
"2023-03-01 01:27:56.27832",24000.00
"2023-03-01 02:01:10.474147",5000.00
"2023-03-01 02:28:02.70581",18000.00
"2023-03-01 02:47:31.631968",12500.00
"2023-03-01 04:16:17.418065",225000.00
"2023-03-01 04:20:53.805841",180000.00
"2023-03-01 05:29:02.739234",900000.00
"2023-03-01 05:40:17.870038",10000.00
"2023-03-01 05:41:35.530808",170000.00
"2023-03-01 06:14:45.623325",1600000.00
"2023-03-01 06:49:14.276257",5000.00
"2023-03-01 06:49:58.223617",20000.00
"2023-03-01 07:19:22.438037",2250000.00
"2023-03-01 08:05:31.693003",12000.00
"2023-03-01 08:58:19.76505",54000.00
"2023-03-01 09:47:44.717884",1350000.00
"2023-03-01 10:01:05.592832",340000.00
"2023-03-01 10:06:48.266725",320000.00
"2023-03-01 10:13:55.862122",10000.00
"2023-03-01 10:36:52.141929",12500.00
"2023-03-01 16:09:44.209862",18000.00
"2023-03-01 16:24:55.800633",6000.00
"2023-03-01 19:14:10.54398",170000.00
"2023-03-01 23:58:54.366235",90000.00
"2023-03-02 00:39:34.281729",15000.00
"2023-03-02 01:07:07.797009",22000.00
"2023-03-02 03:33:31.073011",5500.00
"2023-03-02 04:35:34.928954",2250000.00
"2023-03-02 06:17:05.044498",16500.00
"2023-03-02 06:35:55.855664",15000.00
"2023-03-02 07:50:38.994541",5000.00
"2023-03-02 07:54:27.881636",5500.00
"2023-03-02 10:46:34.074772",1350000.00
"2023-03-02 11:52:29.23327",170000.00
"2023-03-02 12:08:25.126182",36000.00
"2023-03-02 12:36:13.114619",11000.00
"2023-03-02 15:09:41.376044",450000.00
"2023-03-02 16:16:06.63224",255000.00
"2023-03-02 17:07:04.091062",11000.00
"2023-03-02 17:08:13.739451",1280000.00
"2023-03-02 20:16:28.308706",1350000.00
"2023-03-02 20:53:25.956239",170000.00
"2023-03-02 21:09:19.084239",72000.00
"2023-03-02 22:19:09.995422",15000.00
"2023-03-02 22:45:47.053776",5500.00
"2023-03-03 02:03:01.523514",2500.00
"2023-03-03 02:25:05.619491",10000.00
"2023-03-03 02:41:31.013309",10000.00
"2023-03-03 02:48:19.696674",450000.00
"2023-03-03 02:54:54.934849",12500.00
"2023-03-03 03:41:50.756465",960000.00
"2023-03-03 04:08:27.977714",36000.00
"2023-03-03 05:15:45.052266",54000.00
"2023-03-03 08:10:42.952449",340000.00
"2023-03-03 08:22:50.328888",25000.00
"2023-03-03 09:19:20.871432",18000.00
"2023-03-03 12:03:45.596736",10000.00
"2023-03-03 12:14:30.652142",22000.00
"2023-03-03 12:21:14.556435",180000.00
"2023-03-03 12:47:07.900519",16500.00
"2023-03-03 13:00:44.748038",2250000.00
"2023-03-03 15:38:24.731134",15000.00
"2023-03-03 17:52:41.113417",1350000.00
"2023-03-03 18:09:13.057483",5000.00
"2023-03-03 18:15:02.39425",18000.00
"2023-03-03 19:58:13.990741",960000.00
"2023-03-03 21:34:28.575142",7500.00
"2023-03-03 23:39:23.452165",960000.00
"2023-03-04 01:19:04.581704",90000.00
"2023-03-04 01:58:19.585623",320000.00
"2023-03-04 03:31:22.927692",11000.00
"2023-03-04 05:09:20.01524",2500.00
"2023-03-04 05:51:37.54457",54000.00
"2023-03-04 06:18:40.560082",27500.00
"2023-03-04 14:39:33.656432",425000.00
"2023-03-04 14:47:14.512098",18000.00
"2023-03-04 18:37:32.515534",18000.00
"2023-03-04 18:53:27.905906",425000.00
"2023-03-04 23:28:36.489352",25000.00
"2023-03-04 23:36:52.817919",11000.00
"2023-03-05 01:08:18.6046",16500.00
"2023-03-05 01:17:20.626659",1800000.00
"2023-03-05 01:28:37.857058",72000.00
"2023-03-05 01:39:39.455188",1280000.00
"2023-03-05 03:07:04.241522",45000.00
"2023-03-05 03:08:36.87288",450000.00
"2023-03-05 04:32:27.613284",20000.00
"2023-03-05 05:51:35.336535",2500.00
"2023-03-05 06:03:22.572703",20000.00
"2023-03-05 08:22:30.513432",90000.00
"2023-03-05 11:02:36.343228",5500.00
"2023-03-05 13:48:44.081903",11000.00
"2023-03-05 17:37:20.200138",450000.00
"2023-03-05 18:53:02.273098",1280000.00
"2023-03-05 20:37:44.422744",6000.00
"2023-03-05 21:18:05.07852",22000.00
"2023-03-05 22:24:17.857691",10000.00
"2023-03-05 23:18:49.632206",25000.00
"2023-03-06 00:58:08.200682",1600000.00
"2023-03-06 02:28:43.707699",5000.00
"2023-03-06 04:18:36.389659",340000.00
"2023-03-06 06:33:31.353729",25000.00
"2023-03-06 07:53:42.088127",36000.00
"2023-03-06 08:28:36.569081",30000.00
"2023-03-06 14:13:38.087077",640000.00
"2023-03-06 14:34:38.432586",2500.00
"2023-03-06 14:42:40.516202",15000.00
"2023-03-06 14:57:08.074464",24000.00
"2023-03-06 15:59:46.747292",170000.00
"2023-03-06 16:12:52.073079",90000.00
"2023-03-06 17:04:41.572254",450000.00
"2023-03-06 19:02:34.904323",90000.00
"2023-03-06 20:27:07.188608",85000.00
"2023-03-06 23:31:10.522754",5000.00
"2023-03-07 01:26:49.422137",1600000.00
"2023-03-07 03:46:02.613009",90000.00
"2023-03-07 04:18:18.180116",170000.00
"2023-03-07 06:10:00.181521",25000.00
"2023-03-07 07:25:12.236033",1350000.00
"2023-03-07 07:32:58.004511",72000.00
"2023-03-07 08:17:51.344683",90000.00
"2023-03-07 09:51:03.920987",1350000.00
"2023-03-07 10:04:38.776171",2250000.00
"2023-03-07 10:41:18.215557",10000.00
"2023-03-07 11:54:05.842387",11000.00
"2023-03-07 12:41:57.262285",5000.00
"2023-03-07 13:31:47.525958",170000.00
"2023-03-07 13:53:18.394973",340000.00
"2023-03-07 14:48:04.26942",10000.00
"2023-03-07 14:50:58.453883",72000.00
"2023-03-07 16:51:17.620283",5500.00
"2023-03-07 17:54:32.692183",24000.00
"2023-03-07 17:56:41.754125",320000.00
"2023-03-07 18:10:08.056002",170000.00
"2023-03-07 19:56:45.981867",5500.00
"2023-03-07 20:43:24.486261",20000.00
"2023-03-07 20:46:25.151019",450000.00
"2023-03-07 21:06:12.021209",7500.00
"2023-03-07 21:58:05.500239",640000.00
"2023-03-07 23:17:58.046427",12500.00
"2023-03-08 00:36:22.958842",1800000.00
"2023-03-08 02:56:41.070488",16500.00
"2023-03-08 03:30:25.390522",24000.00
"2023-03-08 04:40:17.971373",30000.00
"2023-03-08 05:35:04.359842",5500.00
"2023-03-08 07:00:13.999162",900000.00
"2023-03-08 08:54:18.218051",135000.00
"2023-03-08 09:34:35.115433",1280000.00
"2023-03-08 10:17:26.88727",30000.00
"2023-03-08 10:22:33.515608",10000.00
"2023-03-08 11:16:06.477206",5000.00
"2023-03-08 12:37:08.486587",7500.00
"2023-03-08 12:57:23.88553",1280000.00
"2023-03-08 13:12:36.513208",72000.00
"2023-03-08 13:29:11.689679",180000.00
"2023-03-08 15:38:12.043472",90000.00
"2023-03-08 17:03:21.424684",170000.00
"2023-03-08 17:03:37.150416",36000.00
"2023-03-08 17:27:33.6083",12500.00
"2023-03-08 17:40:56.79859",2500.00
"2023-03-08 22:36:53.687836",425000.00
"2023-03-08 22:39:46.074514",18000.00
"2023-03-09 00:51:20.115028",25000.00
"2023-03-09 01:44:05.788349",225000.00
"2023-03-09 02:04:59.382305",1600000.00
"2023-03-09 07:38:31.130613",27500.00
"2023-03-09 07:48:41.888746",6000.00
"2023-03-09 08:00:12.619961",72000.00
"2023-03-09 08:31:35.972944",36000.00
"2023-03-09 08:59:02.881777",72000.00
"2023-03-09 09:15:36.346608",36000.00
"2023-03-09 10:06:28.862277",54000.00
"2023-03-09 11:25:26.501246",18000.00
"2023-03-09 11:44:35.238667",255000.00
"2023-03-09 13:12:07.984546",15000.00
"2023-03-09 14:04:20.985908",18000.00
"2023-03-09 15:27:38.842538",11000.00
"2023-03-09 17:33:53.570642",12500.00
"2023-03-09 17:35:15.518523",25000.00
"2023-03-09 19:39:15.581",6000.00
"2023-03-09 19:43:43.434112",12000.00
"2023-03-09 19:48:30.033432",16500.00
"2023-03-09 19:51:39.168795",10000.00
"2023-03-09 23:26:52.261142",5500.00
"2023-03-10 02:20:34.482467",450000.00
"2023-03-10 02:24:10.685053",18000.00
"2023-03-10 07:16:19.025213",900000.00
"2023-03-10 07:35:44.959689",22000.00
"2023-03-10 08:28:11.167208",27500.00
"2023-03-10 12:43:37.882391",1280000.00
"2023-03-10 12:51:51.745939",90000.00
"2023-03-10 16:05:10.008815",340000.00
"2023-03-10 16:41:19.165574",10000.00
"2023-03-10 17:02:06.807431",5000.00
"2023-03-10 17:19:10.461005",54000.00
"2023-03-10 19:00:05.437433",30000.00
"2023-03-10 21:39:06.880175",90000.00
"2023-03-10 22:45:13.087226",90000.00
"2023-03-11 00:51:19.346074",180000.00
"2023-03-11 01:35:37.297175",85000.00
"2023-03-11 02:45:25.396798",255000.00
"2023-03-11 03:27:38.649089",5000.00
"2023-03-11 03:39:31.003748",12500.00
"2023-03-11 03:53:06.456409",36000.00
"2023-03-11 04:19:18.918404",72000.00
"2023-03-11 06:40:34.518451",135000.00
"2023-03-11 07:20:08.821488",255000.00
"2023-03-11 07:47:56.577125",340000.00
"2023-03-11 08:37:08.935692",20000.00
"2023-03-11 09:59:03.206043",2250000.00
"2023-03-11 10:13:10.633577",1600000.00
"2023-03-11 10:25:28.737529",180000.00
"2023-03-11 11:41:09.00214",900000.00
"2023-03-11 13:17:46.087604",24000.00
"2023-03-11 14:19:54.786634",1800000.00
"2023-03-11 15:54:08.123521",72000.00
"2023-03-11 17:11:21.66538",255000.00
"2023-03-11 18:44:25.340265",11000.00
"2023-03-11 18:52:39.595443",12500.00
"2023-03-11 20:19:34.751029",45000.00
"2023-03-11 22:48:04.563666",640000.00
"2023-03-12 00:59:10.330285",135000.00
"2023-03-12 01:12:27.92059",12000.00
"2023-03-12 03:16:01.439745",1600000.00
"2023-03-12 03:59:47.801478",54000.00
"2023-03-12 04:51:38.748186",18000.00
"2023-03-12 05:18:55.046996",2500.00
"2023-03-12 07:23:04.524259",54000.00
"2023-03-12 08:09:33.178673",340000.00
"2023-03-12 09:35:38.774176",36000.00
"2023-03-12 12:23:52.368607",900000.00
"2023-03-12 13:39:26.465398",7500.00
"2023-03-12 14:34:17.63229",25000.00
"2023-03-12 15:31:23.718921",5000.00
"2023-03-12 16:37:06.863081",1600000.00
"2023-03-12 18:54:50.212438",6000.00
"2023-03-12 18:55:24.814483",7500.00
"2023-03-12 20:05:16.787751",36000.00
"2023-03-12 21:45:32.669159",170000.00
"2023-03-12 23:15:27.142397",425000.00
"2023-03-12 23:37:12.526821",90000.00
"2023-03-13 00:26:10.905131",6000.00
"2023-03-13 03:27:03.002356",5000.00
"2023-03-13 04:36:14.494247",16500.00
"2023-03-13 06:48:33.699664",54000.00
"2023-03-13 07:23:35.256582",225000.00
"2023-03-13 07:24:06.204621",24000.00
"2023-03-13 07:35:09.281899",24000.00
"2023-03-13 10:57:35.400356",16500.00
"2023-03-13 12:21:38.330362",45000.00
"2023-03-13 12:30:13.735587",6000.00
"2023-03-13 13:10:06.485576",12500.00
"2023-03-13 13:11:40.754477",15000.00
"2023-03-13 13:28:07.734333",24000.00
"2023-03-13 14:09:48.329635",20000.00
"2023-03-13 17:42:54.236903",85000.00
"2023-03-13 23:03:48.246481",25000.00
"2023-03-13 23:31:14.896323",18000.00
"2023-03-13 23:52:29.184547",900000.00
"2023-03-13 23:56:29.732064",90000.00
"2023-03-14 00:52:33.670712",30000.00
"2023-03-14 01:39:06.698033",5500.00
"2023-03-14 01:47:19.5594",5500.00
"2023-03-14 02:15:49.176637",12500.00
"2023-03-14 02:49:12.258025",5500.00
"2023-03-14 03:40:57.186798",72000.00
"2023-03-14 04:26:53.856538",180000.00
"2023-03-14 04:42:13.537069",15000.00
"2023-03-14 04:44:03.03523",135000.00
"2023-03-14 04:47:12.333802",320000.00
"2023-03-14 05:01:53.626535",135000.00
"2023-03-14 06:06:49.707981",90000.00
"2023-03-14 06:13:04.48612",10000.00
"2023-03-14 06:50:41.527863",1800000.00
"2023-03-14 08:55:04.935568",640000.00
"2023-03-14 09:16:58.319746",640000.00
"2023-03-14 12:12:39.311866",170000.00
"2023-03-14 16:21:48.353919",36000.00
"2023-03-14 16:40:56.560817",90000.00
"2023-03-14 16:45:13.796192",10000.00
"2023-03-14 17:26:51.045146",225000.00
"2023-03-14 18:22:38.78184",15000.00
"2023-03-14 18:52:18.559761",135000.00
"2023-03-14 19:04:49.212406",960000.00
"2023-03-14 20:22:04.533195",640000.00
"2023-03-14 20:45:22.831724",36000.00
"2023-03-14 20:55:11.482277",12000.00
"2023-03-14 21:23:24.360488",135000.00
"2023-03-14 21:27:20.772627",10000.00
"2023-03-14 21:37:38.609104",340000.00
"2023-03-14 21:55:43.855169",960000.00
"2023-03-14 21:59:49.818111",320000.00
"2023-03-14 22:32:21.017067",340000.00
"2023-03-15 05:53:30.968493",5000.00
"2023-03-15 09:51:40.421369",170000.00
"2023-03-15 09:57:09.926653",135000.00
"2023-03-15 12:16:39.695645",640000.00
"2023-03-15 13:08:40.540387",1600000.00
"2023-03-15 13:47:23.978864",6000.00
"2023-03-15 14:21:18.384186",85000.00
"2023-03-15 14:58:38.533642",2250000.00
"2023-03-15 15:43:55.573987",90000.00
"2023-03-15 15:53:01.127754",5000.00
"2023-03-15 16:57:12.56476",135000.00
"2023-03-15 17:18:33.954193",255000.00
"2023-03-15 18:29:33.54534",11000.00
"2023-03-15 21:05:57.239552",6000.00
"2023-03-15 22:56:00.249425",320000.00
"2023-03-15 23:12:53.908938",54000.00
"2023-03-15 23:54:02.626672",1280000.00
"2023-03-16 00:05:33.35617",135000.00
"2023-03-16 00:13:10.920706",425000.00
"2023-03-16 01:35:40.43486",5000.00
"2023-03-16 05:06:25.437291",90000.00
"2023-03-16 08:55:59.19931",45000.00
"2023-03-16 08:59:28.304634",22000.00
"2023-03-16 09:04:24.167817",5000.00
"2023-03-16 09:25:13.57078",425000.00
"2023-03-16 11:53:42.500544",640000.00
"2023-03-16 12:55:33.208836",6000.00
"2023-03-16 13:37:14.384654",45000.00
"2023-03-16 13:58:46.440804",5000.00
"2023-03-16 16:24:13.416587",180000.00
"2023-03-16 18:03:42.130146",5000.00
"2023-03-16 22:03:09.227722",15000.00
"2023-03-16 23:04:41.149897",36000.00
"2023-03-16 23:14:02.563563",135000.00
"2023-03-17 00:32:21.056899",7500.00
"2023-03-17 00:39:29.714703",1800000.00
"2023-03-17 00:55:35.072453",22000.00
"2023-03-17 01:07:22.015242",900000.00
"2023-03-17 03:06:16.302941",320000.00
"2023-03-17 03:27:22.012729",22000.00
"2023-03-17 03:46:47.466535",180000.00
"2023-03-17 04:15:35.973846",960000.00
"2023-03-17 04:16:21.84903",960000.00
"2023-03-17 05:55:10.690683",18000.00
"2023-03-17 09:05:35.275707",960000.00
"2023-03-17 09:24:05.269884",6000.00
"2023-03-17 09:29:36.09022",5000.00
"2023-03-17 10:46:20.901837",5000.00
"2023-03-17 10:48:36.140019",16500.00
"2023-03-17 11:31:39.075829",1800000.00
"2023-03-17 11:56:15.834188",30000.00
"2023-03-17 11:57:54.699607",1800000.00
"2023-03-17 12:58:48.264188",11000.00
"2023-03-17 14:30:03.54971",7500.00
"2023-03-17 16:54:24.748631",640000.00
"2023-03-17 17:35:45.298562",900000.00
"2023-03-17 17:47:39.311257",18000.00
"2023-03-17 18:09:50.716626",10000.00
"2023-03-17 18:47:28.087529",2250000.00
"2023-03-17 21:12:22.87943",960000.00
"2023-03-18 03:09:08.446538",16500.00
"2023-03-18 03:49:13.620957",20000.00
"2023-03-18 06:43:47.611859",1600000.00
"2023-03-18 07:04:47.91965",1600000.00
"2023-03-18 08:32:50.120835",12500.00
"2023-03-18 08:40:29.21111",15000.00
"2023-03-18 09:09:46.329732",425000.00
"2023-03-18 09:44:51.504273",640000.00
"2023-03-18 09:49:09.791326",54000.00
"2023-03-18 10:35:12.742622",7500.00
"2023-03-18 11:33:29.015347",1350000.00
"2023-03-18 12:05:46.498101",960000.00
"2023-03-18 14:25:15.166098",85000.00
"2023-03-18 14:40:26.748553",45000.00
"2023-03-18 15:21:20.164843",255000.00
"2023-03-18 16:15:57.119708",6000.00
"2023-03-18 17:07:38.059564",85000.00
"2023-03-18 22:17:06.567129",18000.00
"2023-03-19 03:01:54.671734",1600000.00
"2023-03-19 03:10:24.840276",1600000.00
"2023-03-19 04:39:37.060693",85000.00
"2023-03-19 07:14:14.773457",72000.00
"2023-03-19 09:46:25.716195",10000.00
"2023-03-19 14:34:23.764806",6000.00
"2023-03-19 15:35:49.539745",180000.00
"2023-03-19 16:18:31.765849",960000.00
"2023-03-19 16:30:01.710402",7500.00
"2023-03-19 17:14:02.268296",18000.00
"2023-03-19 17:27:33.48289",5000.00
"2023-03-19 19:28:06.722005",16500.00
"2023-03-19 20:26:51.702271",12000.00
"2023-03-19 20:38:23.85326",10000.00
"2023-03-19 21:19:31.229634",54000.00
"2023-03-19 22:47:59.33958",45000.00
"2023-03-20 00:02:36.58361",12500.00
"2023-03-20 00:26:41.420292",10000.00
"2023-03-20 00:53:16.289852",25000.00
"2023-03-20 05:08:08.558562",7500.00
"2023-03-20 05:57:11.234331",18000.00
"2023-03-20 06:36:39.64264",255000.00
"2023-03-20 06:39:49.925158",450000.00
"2023-03-20 07:46:12.463817",450000.00
"2023-03-20 08:33:32.270783",5000.00
"2023-03-20 08:34:00.761691",24000.00
"2023-03-20 09:01:19.079683",450000.00
"2023-03-20 09:25:28.659602",170000.00
"2023-03-20 10:09:20.179868",18000.00
"2023-03-20 12:49:46.839319",24000.00
"2023-03-20 13:45:42.258096",5000.00
"2023-03-20 16:11:02.144464",85000.00
"2023-03-20 18:38:19.559166",90000.00
"2023-03-20 18:58:36.271394",960000.00
"2023-03-20 19:34:11.01436",12500.00
"2023-03-20 19:35:54.385548",960000.00
"2023-03-20 20:58:14.66906",72000.00
"2023-03-20 21:50:41.489912",340000.00
"2023-03-20 22:57:07.939594",1600000.00
"2023-03-21 01:24:13.96256",25000.00
"2023-03-21 01:31:56.081862",5000.00
"2023-03-21 02:42:05.406969",25000.00
"2023-03-21 05:50:43.102885",25000.00
"2023-03-21 07:34:55.69746",640000.00
"2023-03-21 08:14:26.068111",15000.00
"2023-03-21 08:24:26.956896",16500.00
"2023-03-21 09:36:12.217506",18000.00
"2023-03-21 10:37:06.418454",900000.00
"2023-03-21 11:16:37.110793",24000.00
"2023-03-21 11:18:46.000881",225000.00
"2023-03-21 13:01:39.498359",12000.00
"2023-03-21 14:14:43.177604",1800000.00
"2023-03-21 17:25:48.293544",255000.00
"2023-03-21 17:57:02.160343",12000.00
"2023-03-21 18:03:13.574713",7500.00
"2023-03-21 18:21:02.9195",1800000.00
"2023-03-21 18:22:05.488516",2250000.00
"2023-03-21 19:31:08.8774",18000.00
"2023-03-21 19:47:19.627476",85000.00
"2023-03-21 22:52:20.497363",5000.00
"2023-03-22 02:15:07.900452",12000.00
"2023-03-22 03:35:49.009524",54000.00
"2023-03-22 04:52:05.286308",5500.00
"2023-03-22 05:22:20.474937",5000.00
"2023-03-22 05:31:53.850713",12000.00
"2023-03-22 06:08:34.559711",425000.00
"2023-03-22 06:27:45.510354",18000.00
"2023-03-22 07:55:31.673586",30000.00
"2023-03-22 08:04:14.372425",340000.00
"2023-03-22 08:25:58.239777",320000.00
"2023-03-22 10:12:09.619849",2500.00
"2023-03-22 10:25:47.856656",30000.00
"2023-03-22 11:15:36.309324",20000.00
"2023-03-22 11:48:58.429798",12000.00
"2023-03-22 11:59:07.011357",11000.00
"2023-03-22 15:52:37.336338",10000.00
"2023-03-22 17:33:24.378779",6000.00
"2023-03-22 17:55:32.184064",425000.00
"2023-03-22 18:02:31.68908",11000.00
"2023-03-22 18:30:14.214361",25000.00
"2023-03-22 21:45:24.506843",5000.00
"2023-03-22 22:11:24.70197",170000.00
"2023-03-22 23:12:48.425891",36000.00
"2023-03-22 23:28:49.563066",10000.00
"2023-03-23 01:36:57.465488",425000.00
"2023-03-23 01:53:54.489073",10000.00
"2023-03-23 03:04:01.43626",960000.00
"2023-03-23 05:43:04.733786",255000.00
"2023-03-23 06:56:07.699664",12500.00
"2023-03-23 08:08:56.561779",640000.00
"2023-03-23 08:21:41.186719",25000.00
"2023-03-23 09:00:52.099655",12500.00
"2023-03-23 09:32:43.154245",36000.00
"2023-03-23 14:24:11.223226",27500.00
"2023-03-23 14:36:40.974939",25000.00
"2023-03-23 14:40:27.854321",1350000.00
"2023-03-23 15:01:33.591587",135000.00
"2023-03-23 16:28:23.728657",20000.00
"2023-03-23 16:42:48.173737",10000.00
"2023-03-23 17:29:04.772553",18000.00
"2023-03-23 17:29:24.989911",5000.00
"2023-03-23 17:59:38.33401",36000.00
"2023-03-23 21:05:53.386166",36000.00
"2023-03-23 22:24:21.039228",7500.00
"2023-03-24 01:18:33.412205",450000.00
"2023-03-24 01:39:33.839446",1280000.00
"2023-03-24 02:09:40.024305",72000.00
"2023-03-24 02:46:08.631214",27500.00
"2023-03-24 03:01:47.398555",90000.00
"2023-03-24 03:37:18.436654",180000.00
"2023-03-24 03:46:47.049191",340000.00
"2023-03-24 07:35:22.327061",24000.00
"2023-03-24 09:40:28.87419",12000.00
"2023-03-24 11:08:47.599735",340000.00
"2023-03-24 12:23:19.928787",22000.00
"2023-03-24 12:30:33.652564",900000.00
"2023-03-24 12:31:34.638123",36000.00
"2023-03-24 12:46:22.022751",12000.00
"2023-03-24 14:47:23.468998",225000.00
"2023-03-24 16:39:30.024511",36000.00
"2023-03-24 17:33:52.99223",72000.00
"2023-03-24 17:39:50.271164",10000.00
"2023-03-24 18:10:06.943182",2500.00
"2023-03-24 23:12:27.324887",1350000.00
